District_Name,State_Full,Agency ID - NCES Assigned,FIPS_Code,Total_Students,FTE_Teachers,Student_Teacher_Ratio,State_Abbr,Poverty_Rate,Median_Household_Income,Unemployment_Rate,Graduation_Outcome
ADNA SCHOOL DISTRICT,Washington,5300060.0,53041,648.0,36.84,17.589576547231268,WA,13.700000000000001,67877.0,5.4,Medium (80-89%)
ADRIAN ISD,Texas,4807500.0,48359,120.0,14.8,8.108108108108107,TX,12.3,68640.0,3.0,Medium (80-89%)
ADRIAN PUBLIC SCHOOL DISTRICT,Minnesota,2702730.0,27105,573.0,41.61,13.770728190338861,MN,11.3,63576.0,2.7,Medium (80-89%)
ADRIAN PUBLIC SCHOOLS,Michigan,2601950.0,26091,2771.0,175.8,15.762229806598405,MI,10.600000000000001,65707.0,4.2,Medium (80-89%)
ADRIAN R-III,Missouri,2902850.0,29013,730.0,55.0,13.272727272727273,MO,13.9,56178.0,3.2,Medium (80-89%)
ADRIAN SD 61,Oregon,4101020.0,41045,275.0,21.6,12.731481481481481,OR,19.700000000000003,53762.0,3.7,Medium (80-89%)
ADVANCE R-IV,Missouri,2902880.0,29207,420.0,33.55,12.518628912071536,MO,13.700000000000001,51741.0,3.9000000000000004,Medium (80-89%)
ADVANCED MATH AND SCIENCE ACADEMY CHARTER (DISTRICT),Massachusetts,2500085.0,25017,966.0,80.49,12.001490868430862,MA,7.7,123288.0,2.9000000000000004,High (>=90%)
ADVANCED TECHNOLOGY ACADEMY,Michigan,2600255.0,26163,1215.0,54.24,22.400442477876105,MI,20.6,57418.0,4.4,Low (<80%)
ADVANTAGE ACADEMY,Texas,4800041.0,48113,1012.0,60.44,16.743878226340172,TX,13.8,74352.0,3.8000000000000003,Medium (80-89%)
ADVANTAGE ARTS ACADEMY,UTAH,4900198.0,49035,332.0,16.92,19.62174940898345,UT,9.5,94013.0,2.7,High (>=90%)
ADVANTAGE CHARTER ACADEMY,LOUISIANA,2200268.0,22055,509.0,20.61,24.696749150897624,LA,16.900000000000002,64181.0,3.2,Medium (80-89%)
AEA 13 GREEN HILLS AEA,Iowa,1999013.0,19155,,21.01,,IA,11.600000000000001,70768.0,2.9000000000000004,Medium (80-89%)
AECI II:  NYC CHARTER HS,NEW YORK,3601195.0,36005,418.0,30.0,13.933333333333334,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
AEROSTEM ACADEMY DISTRICT,CALIFORNIA,601724.0,06101,133.0,6.02,22.093023255813954,CA,15.3,71968.0,7.800000000000001,Medium (80-89%)
AFFTON 101,Missouri,2902910.0,29189,2608.0,181.0,14.408839779005525,MO,9.700000000000001,81631.0,3.0,High (>=90%)
AFSA HIGH SCHOOL,Minnesota,2700186.0,27123,420.0,35.84,11.718749999999998,MN,11.9,77764.0,2.7,Medium (80-89%)
AFTON,Oklahoma,4002520.0,40115,477.0,32.29,14.77237534840508,OK,21.6,48937.0,3.0,Low (<80%)
AFTON CENTRAL SCHOOL DISTRICT,New York,3602400.0,36017,494.0,60.0,8.233333333333333,NY,14.3,57407.0,3.5,Medium (80-89%)
AGAMIM CLASSICAL ACADEMY,Minnesota,2700394.0,27053,268.0,19.54,13.715455475946776,MN,10.100000000000001,93642.0,2.6,Medium (80-89%)
AGAPE ACHIEVEMENT ACADEMY,NORTH CAROLINA,3705081.0,0<NA>,,,,,,,,Unknown
AGAR-BLUNT-ONIDA SCHOOL DISTRICT 58-3,South Dakota,4600042.0,46119,231.0,27.34,8.4491587417703,SD,7.6000000000000005,74496.0,1.6,High (>=90%)
AGATE SCHOOL DISTRICT NO. 300,Colorado,801980.0,08039,81.0,11.13,7.277628032345013,CO,5.800000000000001,123083.0,2.6,High (>=90%)
AGAWAM,Massachusetts,2501800.0,25013,3492.0,275.56,12.672376251995935,MA,17.6,67155.0,4.3,Medium (80-89%)
AGBU ALEX-MARIE MANOOGIAN SCHOOL,Michigan,2600106.0,26125,425.0,20.83,20.403264522323575,MI,8.3,92230.0,2.9000000000000004,High (>=90%)
AGGIE ACADEMY,NORTH CAROLINA,3700487.0,37081,70.0,10.0,7.0,NC,14.8,65890.0,3.9000000000000004,Medium (80-89%)
AGNES J. JOHNSON CHARTER DISTRICT,CALIFORNIA,602543.0,06023,82.0,4.99,16.432865731462925,CA,16.7,61307.0,4.6000000000000005,Medium (80-89%)
AGORA CYBER CS,Pennsylvania,4200140.0,42091,4966.0,415.84,11.942093112735668,PA,6.9,106780.0,2.8000000000000003,High (>=90%)
AGRA,Oklahoma,4002550.0,40081,325.0,16.33,19.90202082057563,OK,20.5,56344.0,3.2,Low (<80%)
AGUA DULCE ISD,Texas,4807530.0,48355,408.0,29.01,14.064115822130299,TX,17.3,63669.0,4.2,Medium (80-89%)
AGUA FRIA UNION HIGH SCHOOL DISTRICT (4289),Arizona,400450.0,04013,9632.0,445.8,21.606101390758187,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
AGUILA ELEMENTARY DISTRICT (4249),Arizona,400480.0,04013,142.0,10.84,13.099630996309964,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
AGUILAR REORGANIZED SCHOOL DISTRICT NO. 6,Colorado,802010.0,08071,119.0,11.24,10.587188612099643,CO,17.1,52067.0,5.0,Medium (80-89%)
AGWSR COMM SCHOOL DISTRICT,Iowa,1903060.0,19083,650.0,53.84,12.072808320950966,IA,10.4,67903.0,3.1,Medium (80-89%)
AHSTW COMM SCHOOL DISTRICT,Iowa,1904080.0,19155,776.0,58.57,13.249103636674064,IA,11.600000000000001,70768.0,2.9000000000000004,Medium (80-89%)
AIBT NON-PROFIT CHARTER HIGH SCHOOL - PHOENIX (79053),Arizona,400274.0,04013,80.0,,,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
AIBT NON-PROFIT CHARTER HIGH SCHOOL INC. (449790),ARIZONA,400970.0,04013,10.0,,,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
AIKEN 01,South Carolina,4500720.0,45003,23181.0,1569.25,14.77202485263661,SC,14.100000000000001,67769.0,3.0,Medium (80-89%)
AIM ACADEMY OF SCIENCE & TECHNOLOGY,MINNESOTA,2700469.0,27053,143.0,8.0,17.875,MN,10.100000000000001,93642.0,2.6,Medium (80-89%)
AIMS COLLEGE PREP HIGH DISTRICT,CALIFORNIA,602227.0,06001,433.0,11.12,38.938848920863315,CA,9.5,119230.0,4.1000000000000005,High (>=90%)
AIMS COLLEGE PREP MIDDLE DISTRICT,CALIFORNIA,601479.0,06001,225.0,9.36,24.03846153846154,CA,9.5,119230.0,4.1000000000000005,High (>=90%)
AINSWORTH COMMUNITY SCHOOLS,Nebraska,3102790.0,31017,407.0,44.05,9.23950056753689,NE,11.600000000000001,58896.0,2.5,Medium (80-89%)
AIRLINE CSD,Maine,2302500.0,23019,43.0,5.3,8.11320754716981,ME,12.600000000000001,65215.0,3.1,Medium (80-89%)
AIRPORT COMMUNITY SCHOOLS,Michigan,2601980.0,26115,2809.0,155.53,18.06082427827429,MI,11.3,73617.0,4.2,Medium (80-89%)
AITKIN PUBLIC SCHOOL DISTRICT,Minnesota,2702760.0,27001,1028.0,82.45,12.468162522741055,MN,12.100000000000001,59844.0,4.800000000000001,Medium (80-89%)
AJO UNIFIED DISTRICT (4409),Arizona,400520.0,04019,403.0,18.5,21.783783783783782,AZ,14.0,69553.0,3.8000000000000003,Medium (80-89%)
AKILI ACADEMY OF NEW ORLEANS,LOUISIANA,2200208.0,22071,589.0,35.92,16.397550111358573,LA,23.1,53729.0,4.5,Low (<80%)
AKIMEL O OTHAM PEE POSH CHARTER SCHOOL INC. (5978),Arizona,400403.0,04021,39.0,,,AZ,11.8,77290.0,4.1000000000000005,Medium (80-89%)
AKIMEL O'OTHAM PEE POSH CHARTER SCHOOL INC. (78966),Arizona,400404.0,04021,9.0,,,AZ,11.8,77290.0,4.1000000000000005,Medium (80-89%)
AKIN CCSD 91,Illinois,1703210.0,17055,106.0,10.45,10.14354066985646,IL,17.900000000000002,52533.0,5.5,Medium (80-89%)
AKRON CAREER TECH HIGH SCHOOL,OHIO,3901631.0,39153,64.0,8.0,8.0,OH,12.9,69786.0,3.7,Medium (80-89%)
AKRON CENTRAL SCHOOL DISTRICT,New York,3602430.0,36029,1296.0,113.05,11.463954002653693,NY,14.100000000000001,70443.0,3.8000000000000003,Medium (80-89%)
AKRON CITY,Ohio,3904348.0,39153,20543.0,1625.0,12.641846153846155,OH,12.9,69786.0,3.7,Medium (80-89%)
AKRON PREPARATORY SCHOOL,Ohio,3901503.0,39153,344.0,12.0,28.666666666666668,OH,12.9,69786.0,3.7,Medium (80-89%)
AKRON SCHOOL DISTRICT NO. R-1,Colorado,802040.0,08121,427.0,35.32,12.089467723669308,CO,14.200000000000001,54255.0,2.3000000000000003,Medium (80-89%)
AKRON WESTFIELD COMM SCHOOL DISTRICT,Iowa,1903220.0,19149,608.0,53.19,11.430720060161685,IA,8.700000000000001,74765.0,2.1,High (>=90%)
AKRON-FAIRGROVE SCHOOLS,Michigan,2602010.0,26157,340.0,21.7,15.668202764976959,MI,14.3,64273.0,5.0,Medium (80-89%)
AKROS MIDDLE SCHOOL,Ohio,3901428.0,39153,141.0,12.4,11.370967741935484,OH,12.9,69786.0,3.7,Medium (80-89%)
AKROTECH HIGH SCHOOL,OHIO,3910050.0,0<NA>,,,,,,,,Unknown
AL INST DEAF AND BLIND,Alabama,100009.0,01121,,0.0,,AL,17.0,59491.0,2.8000000000000003,Medium (80-89%)
AL SCH OF MATH AND SCIENCE,Alabama,100010.0,01097,,0.0,,AL,16.3,55538.0,3.1,Medium (80-89%)
ALA CHARLOTTE,North Carolina,3700350.0,37119,183.0,1.0,183.0,NC,10.200000000000001,84796.0,3.4000000000000004,Medium (80-89%)
ALA MONROE,NORTH CAROLINA,3705084.0,0<NA>,,,,,,,,Unknown
ALABAMA AEROSPACE AND AVIATION,ALABAMA,100213.0,01073,79.0,5.0,15.8,AL,16.0,64726.0,2.5,Medium (80-89%)
ALABAMA SCHOOL OF CYBER TECHNOLOGY AND ENGINEERING,ALABAMA,100212.0,01089,,0.0,,AL,10.5,86172.0,2.0,Medium (80-89%)
ALABAMA SCHOOL OF FINE ARTS,Alabama,100018.0,01073,,0.0,,AL,16.0,64726.0,2.5,Medium (80-89%)
ALABAMA YOUTH SERVICES,Alabama,100002.0,01101,,0.0,,AL,18.3,60063.0,2.8000000000000003,Medium (80-89%)
ALABASTER CITY,Alabama,100190.0,01117,6425.0,367.38,17.48870379443628,AL,8.4,90280.0,1.8,High (>=90%)
ALACHUA,Florida,1200030.0,12001,28964.0,1460.78,19.82776324977067,FL,18.5,61843.0,3.1,Medium (80-89%)
ALAIN LEROY LOCKE COLLEGE PREPARATORY ACADEMY DISTRICT,CALIFORNIA,602092.0,06037,1256.0,67.91,18.49506700044176,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
ALAMANCE COMMUNITY SCHOOL,NORTH CAROLINA,3700467.0,37001,532.0,30.92,17.205692108667527,NC,12.5,66395.0,3.4000000000000004,Medium (80-89%)
ALAMANCE-BURLINGTON SCHOOLS,North Carolina,3700030.0,37001,22489.0,1478.01,15.215729257582831,NC,12.5,66395.0,3.4000000000000004,Medium (80-89%)
ALAMEDA CNTY. STUDENT EXCHANGE PROG.,California,601355.0,06001,,,,CA,9.5,119230.0,4.1000000000000005,High (>=90%)
ALAMEDA COMMUNITY LEARNING CENTER DISTRICT,CALIFORNIA,601664.0,06001,398.0,18.08,22.01327433628319,CA,9.5,119230.0,4.1000000000000005,High (>=90%)
ALAMEDA COUNTY OFFICE OF EDUCATION,California,691051.0,06001,264.0,18.69,14.125200642054574,CA,9.5,119230.0,4.1000000000000005,High (>=90%)
ALAMEDA UNIFIED,California,601770.0,06001,8830.0,373.77,23.62415389143056,CA,9.5,119230.0,4.1000000000000005,High (>=90%)
ALAMO,Tennessee,4700030.0,47033,578.0,38.5,15.012987012987013,TN,14.9,56083.0,3.3000000000000003,Medium (80-89%)
ALAMO HEIGHTS ISD,Texas,4807590.0,48029,4762.0,358.16,13.295733750279204,TX,14.700000000000001,69755.0,3.7,Medium (80-89%)
ALAMOGORDO,New Mexico,3500030.0,35035,5575.0,326.95,17.051536932252638,NM,19.400000000000002,51298.0,4.0,Medium (80-89%)
ALAMOSA SCHOOL DISTRICT NO. RE-11J,Colorado,802070.0,08003,2116.0,135.54,15.6116275638188,CO,21.700000000000003,50056.0,3.7,Low (<80%)
ALANSON PUBLIC SCHOOLS,Michigan,2621810.0,26047,229.0,19.17,11.945748565466875,MI,9.4,77292.0,5.7,High (>=90%)
ALASKA GATEWAY SCHOOL DISTRICT,Alaska,200050.0,02240,386.0,35.17,10.975263008245664,AK,12.200000000000001,79014.0,5.2,Medium (80-89%)
ALBA PUBLIC SCHOOLS,Michigan,2602040.0,26009,96.0,7.2,13.333333333333332,MI,10.100000000000001,72369.0,5.4,Medium (80-89%)
ALBA-GOLDEN ISD,Texas,4807650.0,48499,823.0,77.26,10.652342738804037,TX,15.200000000000001,58813.0,4.4,Medium (80-89%)
ALBANY CITY SCHOOL DISTRICT,New York,3602460.0,36001,8146.0,668.42,12.186948325902875,NY,12.9,81193.0,3.3000000000000003,Medium (80-89%)
ALBANY CITY UNIFIED,California,601860.0,06001,3529.0,170.09,20.747839379152214,CA,9.5,119230.0,4.1000000000000005,High (>=90%)
ALBANY COUNTY SCHOOL DISTRICT #1,Wyoming,5600730.0,56001,3902.0,341.04,11.441473140980529,WY,16.7,59633.0,2.6,Medium (80-89%)
ALBANY ISD,Texas,4807680.0,48417,498.0,43.71,11.393273850377488,TX,12.8,68681.0,2.7,Medium (80-89%)
ALBANY LEADERSHIP CHARTER SCHOOL FOR GIRLS,New York,3601006.0,36001,420.0,54.0,7.777777777777778,NY,12.9,81193.0,3.3000000000000003,Medium (80-89%)
ALBANY PUBLIC SCHOOL DISTRICT,Minnesota,2702930.0,27145,1788.0,101.84,17.556952081696778,MN,11.0,75116.0,2.8000000000000003,Medium (80-89%)
ALBANY R-III,Missouri,2902970.0,29075,451.0,37.63,11.985118256710072,MO,14.5,54610.0,2.6,Medium (80-89%)
ALBANY SCHOOL DISTRICT,New Hampshire,3301350.0,33003,,,,NH,8.8,77303.0,2.3000000000000003,High (>=90%)
ALBANY SCHOOL DISTRICT,Wisconsin,5500120.0,55045,271.0,35.8,7.5698324022346375,WI,8.3,78114.0,2.4000000000000004,High (>=90%)
ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES,New York,3680100.0,36001,0.0,109.7,0.0,NY,12.9,81193.0,3.3000000000000003,Medium (80-89%)
ALBEMARLE COUNTY PUBLIC SCHOOLS,Virginia,5100090.0,51540,13937.0,1083.5,12.862944162436548,VA,19.6,72542.0,2.4000000000000004,Medium (80-89%)
ALBERS SD 63,Illinois,1703270.0,17027,157.0,10.9,14.403669724770642,IL,7.5,88977.0,3.3000000000000003,High (>=90%)
ALBERT CITY-TRUESDALE COMM SCHOOL DISTRICT,Iowa,1900031.0,19021,114.0,10.66,10.694183864915573,IA,12.200000000000001,65671.0,2.4000000000000004,Medium (80-89%)
ALBERT EINSTEIN ACADEMIES DISTRICT,CALIFORNIA,601896.0,06073,1440.0,60.11,23.956080519048413,CA,10.100000000000001,103476.0,3.9000000000000004,Medium (80-89%)
ALBERT EINSTEIN ACADEMY FOR LETTERS ARTS AND SCIENCES-OHIO,Ohio,3901539.0,39035,390.0,40.0,9.75,OH,16.0,61912.0,3.8000000000000003,Medium (80-89%)
ALBERT EINSTEIN ACADEMY OF ARIZONA (1002310),ARIZONA,409748.0,0<NA>,,,,,,,,Unknown
ALBERT GALLATIN AREA SD,Pennsylvania,4202100.0,42051,3046.0,218.1,13.966070609812013,PA,18.900000000000002,54030.0,4.5,Medium (80-89%)
ALBERT LEA PUBLIC SCHOOL DISTRICT,Minnesota,2702970.0,27047,3460.0,228.49,15.142894656221278,MN,10.5,66215.0,2.7,Medium (80-89%)
ALBERTON K-12 SCHOOLS,Montana,3001860.0,30061,166.0,18.08,9.18141592920354,MT,13.4,58832.0,4.9,Medium (80-89%)
ALBERTVILLE CITY,Alabama,100005.0,01095,5900.0,303.2,19.45910290237467,AL,16.5,59882.0,2.1,Medium (80-89%)
ALBIA COMM SCHOOL DISTRICT,Iowa,1903270.0,19135,1120.0,79.88,14.021031547320982,IA,10.200000000000001,65959.0,2.8000000000000003,Medium (80-89%)
ALBION,Oklahoma,4002580.0,40127,46.0,3.64,12.637362637362637,OK,23.6,45012.0,3.9000000000000004,Low (<80%)
ALBION CENTRAL SCHOOL DISTRICT,New York,3602520.0,36073,1782.0,152.27,11.702896171274709,NY,11.700000000000001,65156.0,4.0,Medium (80-89%)
ALBUQUERQUE,New Mexico,3500060.0,35001,79805.0,5794.97,13.771425909021099,NM,13.5,68286.0,3.5,Medium (80-89%)
ALBUQUERQUE BILINGUAL ACADEMY,New Mexico,3500134.0,35001,379.0,26.0,14.576923076923077,NM,13.5,68286.0,3.5,Medium (80-89%)
ALBUQUERQUE COLLEGIATE CHARTER SCHOOL,NEW MEXICO,3500181.0,35001,181.0,17.0,10.647058823529411,NM,13.5,68286.0,3.5,Medium (80-89%)
ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,New Mexico,3500130.0,35001,342.0,19.5,17.53846153846154,NM,13.5,68286.0,3.5,Medium (80-89%)
ALBURGH SCHOOL DISTRICT,Vermont,5001770.0,50013,203.0,15.6,13.012820512820513,VT,8.700000000000001,82896.0,2.1,High (>=90%)
ALBURNETT COMM SCHOOL DISTRICT,Iowa,1903300.0,19113,810.0,58.98,13.733468972533062,IA,9.9,73079.0,3.5,High (>=90%)
ALCESTER-HUDSON SCHOOL DISTRICT 61-1,South Dakota,4600028.0,46127,352.0,31.01,11.351177039664623,SD,5.7,97016.0,2.1,High (>=90%)
ALCOA,Tennessee,4700060.0,47009,2211.0,144.5,15.301038062283737,TN,9.700000000000001,77206.0,3.0,High (>=90%)
ALCONA COMMUNITY SCHOOLS,Michigan,2602160.0,26001,677.0,73.32,9.233496999454447,MI,15.8,53033.0,7.300000000000001,Medium (80-89%)
ALCORN SCHOOL DIST,Mississippi,2800390.0,28003,3188.0,262.69,12.135977768472344,MS,18.7,48556.0,3.0,Medium (80-89%)
ALDEN CENTRAL SCHOOL DISTRICT,New York,3602550.0,36029,1507.0,117.2,12.858361774744028,NY,14.100000000000001,70443.0,3.8000000000000003,Medium (80-89%)
ALDEN COMM SCHOOL DISTRICT,Iowa,1900032.0,19083,159.0,17.04,9.330985915492958,IA,10.4,67903.0,3.1,Medium (80-89%)
ALDEN HEBRON SD 19,Illinois,1703300.0,17111,438.0,37.1,11.805929919137466,IL,6.300000000000001,101205.0,3.7,High (>=90%)
ALDEN-CONGER PUBLIC SCHOOL DISTRICT,Minnesota,2703030.0,27047,447.0,34.79,12.848519689565968,MN,10.5,66215.0,2.7,Medium (80-89%)
ALDER ELEM,Montana,3017460.0,30057,17.0,3.0,5.666666666666667,MT,9.1,73316.0,3.0,High (>=90%)
ALDER GROVE CHARTER SCHOOL 2 DISTRICT,CALIFORNIA,602072.0,06023,429.0,27.63,15.526601520086862,CA,16.7,61307.0,4.6000000000000005,Medium (80-89%)
ALDINE ISD,Texas,4807710.0,48201,60074.0,3510.07,17.11475839513172,TX,16.0,72348.0,4.3,Medium (80-89%)
ALDO LEOPOLD CHARTER,New Mexico,3500138.0,35017,182.0,16.58,10.977080820265382,NM,19.900000000000002,48454.0,3.5,Medium (80-89%)
ALEDO ISD,Texas,4807780.0,48367,7857.0,501.26,15.674500259346447,TX,8.200000000000001,98121.0,3.3000000000000003,High (>=90%)
ALEGENT/IMMANUEL RTC,Nebraska,3100181.0,31055,0.0,2.0,0.0,NE,11.5,77747.0,2.6,Medium (80-89%)
ALEUTIAN REGION SCHOOL DISTRICT,Alaska,200010.0,02020,16.0,4.0,4.0,AK,8.9,93881.0,3.4000000000000004,High (>=90%)
ALEUTIANS EAST BOROUGH SCHOOL DISTRICT,Alaska,200007.0,02013,211.0,26.0,8.115384615384615,AK,18.0,83000.0,2.1,Medium (80-89%)
ALEX,Oklahoma,4002670.0,40051,304.0,28.0,10.857142857142858,OK,13.100000000000001,70838.0,2.9000000000000004,Medium (80-89%)
ALEXANDER 2,North Dakota,3801760.0,38053,321.0,27.0,11.88888888888889,ND,8.1,99157.0,1.3,High (>=90%)
ALEXANDER CENTRAL SCHOOL DISTRICT,New York,3602580.0,36037,751.0,79.89,9.400425585179622,NY,10.4,71749.0,3.3000000000000003,Medium (80-89%)
ALEXANDER CITY,Alabama,100030.0,01123,2899.0,169.0,17.153846153846153,AL,15.100000000000001,60583.0,2.5,Medium (80-89%)
ALEXANDER COUNTY SCHOOLS,North Carolina,3700090.0,37003,4525.0,290.23,15.591082934224579,NC,12.4,62976.0,3.2,Medium (80-89%)
ALEXANDER LOCAL,Ohio,3904590.0,39009,1424.0,94.83,15.016345038489929,OH,25.3,53616.0,4.4,Low (<80%)
ALEXANDER PUBLIC SCHOOLS,Maine,2302280.0,23029,35.0,5.89,5.942275042444822,ME,20.1,48104.0,4.1000000000000005,Low (<80%)
ALEXANDER VALLEY UNION ELEMENTARY,California,601890.0,06097,112.0,8.4,13.333333333333332,CA,9.1,100157.0,3.6,High (>=90%)
ALEXANDRIA CENTRAL SCHOOL DISTRICT,New York,3602670.0,36045,459.0,50.67,9.058614564831261,NY,13.3,61664.0,4.4,Medium (80-89%)
ALEXANDRIA CITY PUBLIC SCHOOLS,Virginia,5100120.0,51510,16040.0,1163.75,13.783029001074114,VA,8.5,109902.0,2.3000000000000003,High (>=90%)
ALEXANDRIA COMMUNITY SCHOOL CORP,Indiana,1800120.0,18095,1522.0,102.0,14.92156862745098,IN,13.0,62000.0,3.6,Medium (80-89%)
ALEXANDRIA PUBLIC SCHOOL DISTRICT,Minnesota,2703060.0,27041,4046.0,291.24,13.892322483175388,MN,8.700000000000001,76508.0,2.6,High (>=90%)
ALEXANDRIA TOWNSHIP SCHOOL DISTRICT,New Jersey,3400690.0,34019,450.0,51.0,8.823529411764707,NJ,4.800000000000001,136407.0,3.5,High (>=90%)
ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,New York,3602700.0,36003,563.0,54.0,10.425925925925926,NY,15.0,57488.0,4.3,Medium (80-89%)
ALGOMA SCHOOL DISTRICT,Wisconsin,5500150.0,55061,664.0,61.24,10.842586544741998,WI,8.700000000000001,77472.0,2.5,High (>=90%)
ALGONA COMM SCHOOL DISTRICT,Iowa,1903360.0,19109,1592.0,99.58,15.987146013255675,IA,10.200000000000001,66667.0,2.5,Medium (80-89%)
ALGONAC COMMUNITY SCHOOL DISTRICT,Michigan,2602190.0,26147,1364.0,72.51,18.811198455385462,MI,11.700000000000001,68831.0,3.8000000000000003,Medium (80-89%)
ALHAMBRA ELEMENTARY DISTRICT (4280),Arizona,400600.0,04013,10157.0,555.5,18.284428442844284,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
ALHAMBRA UNIFIED,California,600153.0,06037,14922.0,639.26,23.342614898476363,CA,13.700000000000001,86499.0,5.0,Medium (80-89%)
ALICE ISD,Texas,4807800.0,48249,4506.0,300.33,15.003496154230348,TX,21.200000000000003,50814.0,5.2,Low (<80%)
ALICE M HARTE ELEMENTARY CHARTER SCHOOL,LOUISIANA,2200279.0,22071,792.0,22.67,34.93603881782091,LA,23.1,53729.0,4.5,Low (<80%)
ALIEF ISD,Texas,4807830.0,48201,40329.0,2966.58,13.59444208482495,TX,16.0,72348.0,4.3,Medium (80-89%)
ALIEF MONTESSORI COMMUNITY SCHOOL,Texas,4800035.0,48201,370.0,18.15,20.38567493112948,TX,16.0,72348.0,4.3,Medium (80-89%)
ALINE-CLEO,Oklahoma,4002720.0,40003,106.0,14.01,7.566024268379729,OK,19.8,57517.0,2.7,Medium (80-89%)
ALIQUIPPA SD,Pennsylvania,4202130.0,42007,949.0,85.4,11.112412177985949,PA,10.4,66846.0,4.1000000000000005,Medium (80-89%)
ALISAL UNION,California,601950.0,06053,7509.0,323.0,23.24767801857585,CA,14.0,86809.0,7.0,Medium (80-89%)
ALL ABOARD CHARTER SCHOOL (79969),Arizona,400396.0,04013,,,,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
ALL TRIBES CHARTER DISTRICT,CALIFORNIA,601989.0,06073,59.0,5.0,11.8,CA,10.100000000000001,103476.0,3.9000000000000004,Medium (80-89%)
ALL TRIBES ELEMENTARY CHARTER DISTRICT,CALIFORNIA,601521.0,06073,51.0,2.51,20.318725099601597,CA,10.100000000000001,103476.0,3.9000000000000004,Medium (80-89%)
ALLAMAKEE COMM SCHOOL DISTRICT,Iowa,1903390.0,19005,1164.0,80.29,14.497446755511271,IA,11.100000000000001,65586.0,3.8000000000000003,Medium (80-89%)
ALLAMUCHY TOWNSHIP SCHOOL DISTRICT,New Jersey,3400720.0,34041,426.0,34.0,12.529411764705882,NJ,8.3,98857.0,4.0,High (>=90%)
ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,Michigan,2680100.0,26005,389.0,58.55,6.6438941076003415,MI,9.9,78772.0,3.4000000000000004,High (>=90%)
ALLEGAN PUBLIC SCHOOLS,Michigan,2602220.0,26005,2198.0,129.0,17.03875968992248,MI,9.9,78772.0,3.4000000000000004,High (>=90%)
ALLEGANY COUNTY PUBLIC SCHOOLS,Maryland,2400030.0,24001,8181.0,618.61,13.224810462165177,MD,18.8,54759.0,2.8000000000000003,Medium (80-89%)
ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,New York,3600015.0,36009,1087.0,94.2,11.53927813163482,NY,18.6,55944.0,4.3,Medium (80-89%)
ALLEGHANY COUNTY SCHOOLS,North Carolina,3700120.0,37005,1421.0,114.25,12.437636761487965,NC,16.3,46571.0,4.5,Medium (80-89%)
ALLEGHANY HIGHLANDS PUBLIC SCHOOLS,Virginia,5100152.0,51005,2878.0,228.5,12.595185995623632,VA,13.9,58215.0,3.5,Medium (80-89%)
ALLEGHENY IU 3,Pennsylvania,4289130.0,42003,518.0,366.0,1.4153005464480874,PA,11.600000000000001,76488.0,3.3000000000000003,Medium (80-89%)
ALLEGHENY VALLEY SD,Pennsylvania,4202190.0,42003,889.0,89.35,9.949636261891438,PA,11.600000000000001,76488.0,3.3000000000000003,Medium (80-89%)
ALLEGHENY-CLARION VALLEY SD,Pennsylvania,4202310.0,42031,593.0,60.45,9.809760132340777,PA,14.200000000000001,56911.0,4.2,Medium (80-89%)
ALLEGIANCE STEAM ACADEMY - THRIVE DISTRICT,CALIFORNIA,602175.0,06071,956.0,40.96,23.33984375,CA,13.200000000000001,84576.0,4.7,Medium (80-89%)
ALLEGIANCE STEAM ACADEMY - THRIVE FONTANA DISTRICT,CALIFORNIA,691138.0,06071,,,,CA,13.200000000000001,84576.0,4.7,Medium (80-89%)
ALLEGIANT PREPARATORY ACADEMY,INDIANA,1800199.0,18097,144.0,8.0,18.0,IN,15.600000000000001,66653.0,3.3000000000000003,Medium (80-89%)
ALLEN,Oklahoma,4002760.0,40123,449.0,34.23,13.117148699970787,OK,13.9,61269.0,3.1,Medium (80-89%)
ALLEN CONSOLIDATED SCHOOLS,Nebraska,3102880.0,31051,142.0,19.83,7.160867372667676,NE,8.4,67521.0,2.0,High (>=90%)
ALLEN COUNTY,Kentucky,2100070.0,21003,3149.0,181.76,17.325044014084508,KY,16.400000000000002,56483.0,4.0,Medium (80-89%)
ALLEN COUNTY ESC,Ohio,3904574.0,39003,0.0,13.5,0.0,OH,14.100000000000001,65665.0,3.7,Medium (80-89%)
ALLEN EAST LOCAL,Ohio,3904575.0,39003,1065.0,57.99,18.365235385411278,OH,14.100000000000001,65665.0,3.7,Medium (80-89%)
